id,price,cats_ok,dogs_ok,housing_type,laundry,parking,bedrooms,bathrooms,no_smoking,is_furnished,ev_charging,wheelchair_acccess,latitude,longitude
7244954058,2895.0,False,False,apartment,laundry on site,street parking,2.0,1.0,False,False,False,False,40.739575,-73.892224
7244953600,1300.0,True,True,apartment,laundry on site,off-street parking,1.0,1.0,True,False,False,False,41.0957,-73.4285
7244953360,3550.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.736963,-73.992952
7244951566,2295.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,True,False,False,False,40.682656,-73.937838
7244951263,2150.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,False,False,False,False,40.692125,-73.939083
7244950974,3392.0,True,True,apartment,laundry in bldg,street parking,3.0,1.0,False,False,False,False,40.67448,-73.98038
7244950353,1599.0,False,False,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,True,40.7436,-73.9216
7244948422,1800.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.735311,-73.953459
7244946408,1900.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.642887,-73.954525
7244945665,2300.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.701089,-73.927079
7244942980,3950.0,False,True,apartment,w/d in unit,street parking,1.0,1.0,False,False,False,False,40.7255,-73.9983
7244940281,3300.0,False,False,apartment,no laundry on site,street parking,2.0,1.0,False,False,False,False,40.730197,-73.98594
7244938301,1500.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.7443,-73.9781
7244936760,2842.0,True,True,apartment,w/d in unit,street parking,1.0,1.0,False,False,False,True,40.7763,-73.911
7244936672,2050.0,True,False,apartment,laundry in bldg,attached garage,2.0,1.0,False,False,False,False,40.589743,-73.957129
7244936579,2699.0,True,True,apartment,w/d hookups,street parking,3.0,1.0,False,False,False,False,40.686263,-73.956699
7244936425,1000.0,False,False,apartment,laundry in bldg,street parking,1.0,1.0,True,False,False,False,39.635289,-74.683729
7244934550,2295.0,True,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.769076,-73.956901
7244934387,2475.0,False,False,apartment,laundry in bldg,street parking,4.0,1.0,False,False,False,False,40.6472,-73.906265
7244934241,2150.0,True,True,apartment,laundry on site,off-street parking,2.0,1.0,False,False,False,False,40.693726,-73.998312
7244933441,1475.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.7029,-73.8111
7244930693,2225.0,True,False,apartment,laundry in bldg,street parking,0.0,1.0,True,False,False,False,40.705172,-73.930199
7244928895,1650.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.743201,-73.920591
7244928144,2625.0,True,True,apartment,w/d in unit,street parking,2.0,2.0,False,False,False,False,40.699,-73.9366
7244924867,2500.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,False,True,True,False,40.8265,-73.9383
7244923820,2650.0,False,False,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.770306,-73.92018
7244923523,1550.0,True,False,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.684565,-73.932378
7244922709,1610.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.74393,-73.884993
7244922473,2100.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,False,False,False,False,40.7692,-73.92571
7244922184,2150.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,False,False,False,False,40.77347,-73.90636
7244922126,890.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,True,False,True,40.7763,-73.911
7244920583,2915.0,True,True,apartment,w/d in unit,no parking,3.0,2.0,True,False,False,True,40.811588,-73.950485
7244919964,1675.0,False,False,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.7816,-73.9511
7244919174,1950.0,False,False,apartment,laundry on site,no parking,2.0,1.0,True,False,False,False,40.854137,-73.93477
7244919108,1340.0,True,False,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.760357,-73.99155
7244917621,1895.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.644943,-73.97923
7244916860,1100.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,True,40.874066,-73.88802
7244916590,2369.0,True,True,apartment,laundry in bldg,street parking,2.0,2.0,False,False,False,False,40.7006,-73.918
7244916553,2250.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.658746,-73.987148
